iter	Logloss
126	0.4318996338
127	0.4318946521
128	0.4318807211
129	0.4318723225
130	0.431862751
131	0.4318561266
132	0.431852204
133	0.4318428988
134	0.4318369267
135	0.431828175
136	0.4318221221
137	0.4318157969
138	0.431808251
139	0.4318019647
140	0.4317923872
141	0.4317769333
142	0.4317688339
143	0.4317603574
144	0.4317509983
145	0.431742459
146	0.43173231
147	0.4317279147
148	0.4317179692
149	0.4317109888
150	0.4317028175
151	0.4316922496
152	0.431680458
153	0.4316690284
154	0.431661279
155	0.4316543375
156	0.4316471417
157	0.4316371034
158	0.4316298686
159	0.4316145404
160	0.4316069466
161	0.431598542
162	0.4315919026
163	0.4315854249
164	0.4315754135
165	0.4315678975
166	0.431558323
167	0.4315502565
168	0.4315428452
169	0.4315356284
170	0.4315244023
171	0.4315168922
172	0.4315078144
173	0.4315009237
174	0.4314933868
175	0.4314852125
176	0.4314811942
177	0.4314729033
178	0.431467371
179	0.4314584248
180	0.4314524437
181	0.4314441259
182	0.4314333186
183	0.431425659
184	0.4314162939
185	0.4314032516
186	0.4313921153
187	0.4313846232
188	0.4313778343
189	0.4313702345
190	0.431358775
191	0.4313485362
192	0.4313399072
193	0.4313297432
194	0.4313200819
195	0.4313138286
196	0.4313060702
197	0.4312983956
198	0.4312915199
199	0.4312854521
200	0.4312780946
201	0.4312707462
202	0.4312616863
203	0.4312547687
204	0.4312485124
205	0.4312409485
206	0.4312314607
207	0.4312225504
208	0.4312153875
209	0.431208826
210	0.4312023781
211	0.4311952032
212	0.4311886716
213	0.4311791569
214	0.431170851
215	0.4311656688
216	0.4311569021
217	0.4311474533
218	0.431141164
219	0.4311327294
220	0.4311269249
221	0.4311208899
222	0.4311147922
223	0.431106947
224	0.4310991229
225	0.4310926601
226	0.431084417
227	0.4310763923
228	0.4310693521
229	0.4310615877
230	0.4310529856
231	0.4310451704
232	0.4310383635
233	0.4310330706
234	0.4310256593
235	0.4310170871
236	0.4310098614
237	0.4310053135
238	0.4310001133
239	0.430994587
240	0.4309902037
241	0.4309848928
242	0.4309745254
243	0.4309678023
244	0.4309610403
245	0.4309512982
246	0.4309435758
247	0.4309374062
248	0.4309315777
249	0.4309251957
250	0.4309172309
251	0.430908901
252	0.4309027494
253	0.4308986772
254	0.4308934142
255	0.4308857157
256	0.4308793546
257	0.4308711116
258	0.4308635686
259	0.4308560108
260	0.43084953
261	0.4308455626
262	0.4308384714
263	0.4308313384
264	0.4308205491
265	0.4308094457
266	0.4308023785
267	0.4307971663
268	0.4307908531
269	0.4307876008
270	0.4307799262
271	0.4307732869
272	0.4307651216
273	0.4307587186
274	0.4307517083
275	0.430746176
276	0.4307410117
277	0.4307340283
278	0.4307276912
279	0.4307226765
280	0.4307156901
281	0.4307072915
282	0.4306984171
283	0.4306918137
284	0.4306869666
285	0.4306840074
286	0.4306766201
287	0.430668772
288	0.4306627939
289	0.4306557985
290	0.4306487463
291	0.430642445
292	0.4306345819
293	0.4306269612
294	0.4306196547
295	0.430612004
296	0.4306036353
297	0.4305932439
298	0.4305852193
299	0.4305765005
300	0.4305674077
301	0.4305594249
302	0.4305516546
303	0.4305442553
304	0.4305372928
305	0.4305322452
306	0.4305243612
307	0.4305153372
308	0.4305089552
309	0.4305019389
310	0.4304925738
311	0.4304847107
312	0.4304772067
313	0.4304718599
314	0.4304652924
315	0.4304577944
316	0.4304512627
317	0.4304440759
318	0.4304411078
319	0.4304358837
320	0.4304287267
321	0.4304207739
322	0.4304165132
323	0.430407564
324	0.4303992671
325	0.4303937049
326	0.430387655
327	0.4303811443
328	0.430374137
329	0.4303667257
330	0.4303612622
331	0.4303547186
332	0.4303486597
333	0.4303415357
334	0.4303348425
335	0.4303264828
336	0.4303200828
337	0.4303105651
338	0.4303050657
339	0.4302987585
340	0.4302910181
341	0.430283918
342	0.4302786311
343	0.4302733651
344	0.430265514
345	0.4302586143
346	0.4302536356
347	0.4302467778
348	0.4302413413
349	0.4302356564
350	0.4302294001
351	0.4302227218
352	0.4302169711
353	0.4302107238
354	0.4302047008
355	0.4301972716
356	0.4301887832
357	0.4301822007
358	0.430178332
359	0.430173805
360	0.430167049
361	0.430158396
362	0.4301518405
363	0.4301450126
364	0.4301382895
365	0.4301332719
366	0.4301266385
367	0.4301196371
368	0.4301126597
369	0.4301069
370	0.4301003953
371	0.4300919937
372	0.4300880053
373	0.4300814527
374	0.4300750378
375	0.4300679168
376	0.4300613941
377	0.4300553053
378	0.4300496414
379	0.4300451743
380	0.4300380233
381	0.430031746
382	0.4300226861
383	0.43001596
384	0.4300095182
385	0.430005446
386	0.4299978013
387	0.4299916886
388	0.4299855729
389	0.4299788318
390	0.4299719052
391	0.4299644969
392	0.4299576362
393	0.4299537226
394	0.429947556
395	0.429938182
396	0.4299323864
397	0.4299257261
398	0.4299195595
399	0.4299128663
400	0.4299081359
401	0.4299005152
402	0.42989609
403	0.4298886518
404	0.4298826378
405	0.4298758039
406	0.4298689492
407	0.4298620855
408	0.429853597
409	0.429846844
410	0.4298432117
411	0.4298373922
412	0.42982955
413	0.429822055
414	0.429814168
415	0.4298071845
416	0.4298012453
417	0.4297945402
418	0.4297869853
419	0.4297835893
420	0.4297793167
421	0.4297734792
422	0.4297515506
423	0.4297446958
424	0.4297375359
425	0.4297306272
426	0.4297240807
427	0.4297182971
428	0.4297123429
429	0.4297052607
430	0.4297012843
431	0.429693128
432	0.429686357
433	0.4296819438
434	0.4296783384
435	0.4296721628
436	0.4296656013
437	0.4296586508
438	0.4296525201
439	0.429646539
440	0.4296380416
441	0.4296310672
442	0.4296225518
443	0.4296165498
444	0.4296090398
445	0.4295972212
446	0.4295905669
447	0.4295856929
448	0.429579269
449	0.4295747869
450	0.4295701193
451	0.4295620169
452	0.4295565504
453	0.4295485228
454	0.4295403695
455	0.4295338109
456	0.42952853
457	0.4295219685
458	0.4295141383
459	0.4295070681
460	0.4295013084
461	0.4294941036
462	0.4294896305
463	0.4294816388
464	0.4294765673
465	0.4294712115
466	0.4294670765
467	0.4294619153
468	0.4294552639
469	0.4294468294
470	0.4294397203
471	0.4294326112
472	0.4294283087
473	0.4294223545
474	0.4294167085
475	0.4294111104
476	0.4294034059
477	0.4293956027
478	0.4293874883
479	0.4293835268
480	0.4293784434
481	0.4293691261
482	0.4293627202
483	0.4293582381
484	0.4293529781
485	0.4293475924
486	0.4293405103
487	0.4293345172
488	0.4293269773
489	0.4293202183
490	0.4293130553
491	0.4293074931
492	0.4293029333
493	0.4292986337
494	0.4292949774
495	0.4292890293
496	0.4292833893
497	0.4292770701
498	0.4292682615
499	0.429263208
500	0.4292560091
501	0.4292526072
502	0.4292470211
503	0.4292400855
504	0.4292338262
505	0.429229006
506	0.4292221901
507	0.4292163078
508	0.4292133576
509	0.4292069547
510	0.4292025534
511	0.4291979576
512	0.4291930148
513	0.4291889097
514	0.4291827012
515	0.4291755353
516	0.4291706582
517	0.4291625558
518	0.4291556352
519	0.4291477183
520	0.4291436012
521	0.4291381438
522	0.4291299845
523	0.4291236084
524	0.4291185459
525	0.4291128281
526	0.4291060212
527	0.4290990139
528	0.429091468
529	0.4290857292
530	0.4290818486
531	0.4290776178
532	0.4290742578
533	0.4290680403
534	0.4290596357
535	0.4290562158
536	0.4290487207
537	0.4290427486
538	0.4290360315
539	0.4290307745
540	0.4290253619
541	0.4290191983
542	0.4290130466
543	0.4290064252
544	0.4290024518
545	0.4289959531
546	0.4289916356
547	0.4289865312
548	0.4289812891
549	0.428976095
550	0.4289707332
551	0.4289621161
552	0.4289559316
553	0.4289499206
554	0.4289435146
555	0.4289377191
556	0.4289312293
557	0.4289254457
558	0.4289186179
559	0.428914085
560	0.4289087292
561	0.428902802
562	0.4288983169
563	0.4288912318
564	0.4288834734
565	0.4288777227
566	0.4288686897
567	0.4288616764
568	0.4288567096
569	0.4288520181
570	0.4288439576
571	0.4288380991
572	0.4288294043
573	0.428824623
574	0.4288213168
575	0.4288143603
576	0.4288092409
577	0.4288014227
578	0.4287966265
579	0.4287893947
580	0.4287798531
581	0.4287717028
582	0.4287652669
583	0.4287576582
584	0.4287537596
585	0.4287473835
586	0.4287429613
587	0.4287376744
588	0.4287309363
589	0.4287234711
590	0.4287187677
591	0.4287136423
592	0.4287076552
593	0.4287027184
594	0.428698739
595	0.4286937931
596	0.4286880963
597	0.4286835065
598	0.4286779323
599	0.4286717927
600	0.4286628285
601	0.4286560635
602	0.4286497623
603	0.4286440684
604	0.4286375248
605	0.4286326957
606	0.4286278306
607	0.4286188904
608	0.4286156441
609	0.4286099502
610	0.4286049655
611	0.4285998162
612	0.4285921386
613	0.4285897569
614	0.4285836861
615	0.4285786924
616	0.4285721368
617	0.4285643126
618	0.4285579994
619	0.428550262
620	0.4285449392
621	0.428540131
622	0.4285361217
623	0.428531116
624	0.4285263676
625	0.4285212273
626	0.4285136754
627	0.4285095314
628	0.4285034546
629	0.4284978864
630	0.428492016
631	0.4284863671
632	0.4284772892
633	0.4284720083
634	0.4284677147
635	0.4284602196
636	0.4284524762
637	0.4284451368
638	0.4284395416
639	0.4284344791
640	0.4284301616
641	0.4284270918
642	0.4284222746
643	0.4284140674
644	0.4284080325
645	0.4284034188
646	0.4283982007
647	0.4283937724
648	0.4283900384
649	0.4283824984
650	0.428376631
651	0.4283699349
652	0.4283670116
653	0.4283608271
654	0.428350732
655	0.4283464743
656	0.428341337
657	0.4283359543
658	0.428330039
659	0.4283223166
660	0.4283160153
661	0.4283104172
662	0.4283029192
663	0.4282950142
664	0.4282883779
665	0.4282833004
666	0.4282771966
667	0.4282723525
668	0.4282656444
669	0.4282595645
670	0.4282514262
671	0.4282454601
672	0.4282421
673	0.4282362775
674	0.4282315202
675	0.4282256169
676	0.4282199888
677	0.4282136098
678	0.4282086909
679	0.4282024824
680	0.4281962739
681	0.4281890332
682	0.4281825195
683	0.4281750095
684	0.4281695431
685	0.4281647947
686	0.4281602049
687	0.4281537302
688	0.4281472703
689	0.4281446583
690	0.4281362447
691	0.4281302726
692	0.4281233221
693	0.4281170298
694	0.4281136548
695	0.4281081494
696	0.4281006334
697	0.4280941198
698	0.4280879921
699	0.4280839588
700	0.4280765415
701	0.4280702313
702	0.4280631043
703	0.4280572549
704	0.4280509207
705	0.4280435124
706	0.4280377079
707	0.4280322564
708	0.4280264399
709	0.4280196808
710	0.4280145794
711	0.4280103158
712	0.4280037213
713	0.4279986468
714	0.4279916634
715	0.4279821038
716	0.4279750366
717	0.4279684601
718	0.4279633527
719	0.427959867
720	0.4279522193
721	0.4279494607
722	0.4279447123
723	0.4279390933
724	0.4279334742
725	0.4279296684
726	0.4279242348
727	0.4279186547
728	0.427911402
729	0.4279060761
730	0.4278984823
731	0.4278929112
732	0.4278892998
733	0.4278854909
734	0.4278794111
735	0.4278717485
736	0.4278676823
737	0.4278608515
738	0.4278564023
739	0.427851636
740	0.4278472766
741	0.4278413194
742	0.4278360116
743	0.4278329597
744	0.4278276907
745	0.4278214792
746	0.4278186188
747	0.4278103608
748	0.4278068422
749	0.4278023152
750	0.4277984764
751	0.4277949698
752	0.4277906642
753	0.4277848896
754	0.4277796236
755	0.4277737173
756	0.4277696601
757	0.4277632571
758	0.4277567495
759	0.4277508163
760	0.4277470612
761	0.4277402783
762	0.4277343182
763	0.4277308354
764	0.4277263294
765	0.427720845
766	0.427712958
767	0.4277066538
768	0.4277000443
769	0.4276955593
770	0.4276903142
771	0.427684007
772	0.4276811257
773	0.4276743607
774	0.4276699953
775	0.4276627635
776	0.4276601964
777	0.4276525786
778	0.4276475401
779	0.427643046
780	0.4276368585
781	0.4276304944
782	0.4276270835
783	0.4276201569
784	0.427614119
785	0.4276082426
786	0.4276018367
787	0.4275968011
788	0.427588561
789	0.4275847252
790	0.4275772631
791	0.4275752255
792	0.4275689901
793	0.4275655821
794	0.4275578507
795	0.4275527433
796	0.4275452871
797	0.4275405298
798	0.4275379028
799	0.4275317272
800	0.4275265779
801	0.4275202976
802	0.4275136403
803	0.4275075156
804	0.4275035093
805	0.4274984737
806	0.4274921396
807	0.4274864577
808	0.4274826997
809	0.4274761351
810	0.4274717877
811	0.427464556
812	0.4274592122
813	0.4274531802
814	0.4274462596
815	0.4274387137
816	0.4274338876
817	0.4274302881
818	0.4274262608
819	0.4274211864
820	0.4274151604
821	0.4274088951
822	0.4274041168
823	0.4274006909
824	0.4273959635
825	0.427391628
826	0.4273863171
827	0.4273811409
828	0.4273762519
829	0.4273716741
830	0.4273669317
831	0.4273599303
832	0.4273515137
833	0.4273437225
834	0.4273390908
835	0.4273327297
836	0.4273283643
837	0.427323598
838	0.427315729
839	0.4273086109
840	0.4273026238
841	0.4272973309
842	0.4272931421
843	0.4272892943
844	0.4272858265
845	0.42728112
846	0.4272757912
847	0.427269098
848	0.4272639368
849	0.4272588264
850	0.4272533958
851	0.4272466548
852	0.427240189
853	0.4272359492
854	0.4272310962
855	0.4272259199
856	0.4272198611
857	0.4272129255
858	0.4272049278
859	0.4272005744
860	0.4271946741
861	0.4271908293
862	0.4271857398
863	0.4271806145
864	0.4271753605
865	0.4271703428
866	0.4271665998
867	0.427160888
868	0.4271555113
869	0.4271507809
870	0.4271471007
871	0.4271413918
872	0.427135339
873	0.4271306355
874	0.4271256836
875	0.4271216594
876	0.4271168152
877	0.4271090539
878	0.4271035186
879	0.4270983663
880	0.4270944916
881	0.4270892526
882	0.4270850159
883	0.4270791036
884	0.4270738256
885	0.4270681348
886	0.4270616331
887	0.4270543445
888	0.4270506433
889	0.4270422177
890	0.4270382862
891	0.4270333344
892	0.4270287865
893	0.4270244779
894	0.4270177728
895	0.4270104513
896	0.427004895
897	0.4270001407
898	0.4269956945
899	0.4269923793
900	0.4269871313
901	0.4269827689
902	0.4269788703
903	0.4269727097
904	0.4269680271
905	0.4269633446
906	0.4269568279
907	0.4269527468
908	0.4269480583
909	0.4269426965
910	0.4269382653
911	0.4269324069
912	0.4269280146
913	0.426923353
914	0.4269161632
915	0.4269101611
916	0.4269036145
917	0.4269000869
918	0.4268960417
919	0.4268932382
920	0.4268871823
921	0.4268821526
922	0.4268768657
923	0.4268723118
924	0.4268675066
925	0.4268639042
926	0.4268589973
927	0.4268506345
928	0.4268473343
929	0.426841823
930	0.4268371195
931	0.4268317248
932	0.4268280925
933	0.4268207291
934	0.4268179285
935	0.426811738
936	0.426806861
937	0.426801218
938	0.4267985431
939	0.4267939593
940	0.4267894892
941	0.426784672
942	0.4267791128
943	0.4267734788
944	0.4267703491
945	0.4267661453
946	0.4267602121
947	0.4267555745
948	0.4267487586
949	0.4267454943
950	0.4267398333
951	0.4267345674
952	0.4267313659
953	0.4267272817
954	0.4267205497
955	0.426716292
956	0.4267115915
957	0.4267060502
958	0.4266994827
959	0.4266956709
960	0.426688849
961	0.4266839839
962	0.4266803666
963	0.4266731348
964	0.4266689759
965	0.4266631683
966	0.4266567863
967	0.4266513049
968	0.4266451503
969	0.4266404438
970	0.426633996
971	0.4266303935
972	0.4266251365
973	0.4266198406
974	0.4266127136
975	0.4266041234
976	0.4265982261
977	0.4265938697
978	0.4265876642
979	0.4265815575
980	0.4265754507
981	0.4265704421
982	0.4265649068
983	0.4265591621
984	0.4265508831
985	0.4265448362
986	0.4265392022
987	0.426532503
988	0.4265290472
989	0.4265258577
990	0.4265213607
991	0.4265137639
992	0.4265071993
993	0.4265018496
994	0.4264955902
995	0.4264907431
996	0.4264849805
997	0.4264800765
998	0.4264730392
999	0.4264704302
