iter	Passed	Remaining
399	40482	60724
400	40562	60590
401	40651	60471
402	40726	60332
403	40825	60227
404	40926	60126
405	41011	60002
406	41099	59881
407	41177	59747
408	41253	59611
409	41333	59480
410	41426	59367
411	41500	59229
412	41581	59099
413	41665	58976
414	41755	58859
415	41851	58752
416	41937	58632
417	42021	58507
418	42109	58389
419	42183	58253
420	42269	58133
421	42351	58008
422	42427	57873
423	42504	57741
424	42579	57607
425	42660	57481
426	42802	57437
427	42954	57406
428	43055	57307
429	43163	57216
430	43249	57096
431	43342	56987
432	43445	56890
433	43559	56807
434	43669	56719
435	43776	56628
436	43877	56528
437	43975	56425
438	44060	56304
439	44143	56182
440	44230	56064
441	44343	55981
442	44438	55873
443	44525	55757
444	44610	55637
445	44689	55511
446	44779	55398
447	44865	55280
448	44960	55173
449	45058	55071
450	45151	54963
451	45227	54833
452	45320	54724
453	45431	54638
454	45520	54524
455	45668	54481
456	45780	54395
457	45930	54354
458	46079	54311
459	46213	54250
460	46338	54178
461	46436	54075
462	46525	53962
463	46624	53859
464	46718	53750
465	46819	53651
466	46922	53553
467	47014	53443
468	47128	53359
469	47240	53270
470	47338	53168
471	47478	53111
472	47577	53009
473	47661	52890
474	47748	52774
475	47853	52679
476	47940	52563
477	48029	52450
478	48107	52325
479	48188	52204
480	48266	52079
481	48363	51975
482	48447	51858
483	48531	51740
484	48608	51615
485	48685	51490
486	48763	51367
487	48855	51258
488	48945	51147
489	49039	51041
490	49131	50932
491	49222	50823
492	49294	50694
493	49382	50581
494	49467	50466
495	49555	50354
496	49644	50243
497	49733	50132
498	49844	50044
499	49945	49945
500	50032	49832
501	50118	49719
502	50205	49606
503	50366	49566
504	50466	49467
505	50591	49391
506	50672	49272
507	50774	49175
508	50855	49057
509	50935	48937
510	51022	48826
511	51122	48725
512	51245	48648
513	51366	48568
514	51535	48533
515	51631	48429
516	51723	48321
517	51810	48209
518	51908	48108
519	52002	48001
520	52096	47896
521	52200	47800
522	52312	47710
523	52428	47625
524	52540	47536
525	52632	47428
526	52751	47346
527	52861	47255
528	52973	47165
529	53073	47065
530	53158	46951
531	53289	46879
532	53394	46782
533	53488	46677
534	53588	46576
535	53674	46464
536	53780	46369
537	53894	46281
538	54006	46191
539	54122	46104
540	54236	46015
541	54323	45904
542	54407	45790
543	54492	45677
544	54589	45574
545	54682	45468
546	54777	45364
547	54872	45259
548	54942	45134
549	55022	45018
550	55123	44918
551	55204	44803
552	55281	44685
553	55364	44571
554	55448	44458
555	55532	44345
556	55618	44235
557	55712	44131
558	55813	44032
559	55901	43922
560	55997	43819
561	56099	43721
562	56223	43640
563	56336	43551
564	56430	43446
565	56545	43358
566	56633	43249
567	56717	43136
568	56799	43024
569	56877	42907
570	56964	42798
571	57066	42699
572	57154	42591
573	57236	42478
574	57324	42370
575	57406	42257
576	57486	42143
577	57559	42024
578	57643	41913
579	57726	41801
580	57808	41689
581	57885	41573
582	57997	41483
583	58083	41374
584	58161	41259
585	58246	41150
586	58344	41049
587	58423	40936
588	58512	40829
589	58607	40727
590	58684	40612
591	58773	40506
592	58852	40392
593	58940	40286
594	59026	40177
595	59107	40065
596	59197	39960
597	59294	39860
598	59384	39755
599	59473	39649
600	59571	39549
601	59649	39436
602	59736	39328
603	59821	39220
604	59897	39106
605	60029	39029
606	60126	38928
607	60216	38823
608	60296	38712
609	60390	38610
610	60479	38505
611	60603	38421
612	60684	38311
613	60759	38197
614	60837	38085
615	60912	37971
616	60992	37860
617	61102	37769
618	61255	37703
619	61437	37655
620	61517	37544
621	61598	37434
622	61670	37319
623	61744	37204
624	61852	37111
625	61994	37038
626	62230	37020
627	62367	36943
628	62448	36833
629	62521	36718
630	62585	36599
631	62663	36487
632	62744	36377
633	62830	36271
634	62913	36162
635	63002	36058
636	63084	35948
637	63163	35839
638	63247	35731
639	63344	35631
640	63514	35572
641	63698	35520
642	63828	35437
643	63910	35329
644	63984	35216
645	64068	35108
646	64144	34996
647	64221	34885
648	64372	34814
649	64523	34743
650	64603	34633
651	64681	34523
652	64769	34418
653	64852	34310
654	64936	34203
655	65016	34094
656	65107	33990
657	65194	33885
658	65280	33779
659	65371	33676
660	65456	33569
661	65535	33460
662	65618	33353
663	65691	33241
664	65769	33132
665	65841	33019
666	65912	32906
667	65992	32798
668	66072	32690
669	66145	32579
670	66226	32471
671	66310	32366
672	66379	32252
673	66462	32146
674	66536	32036
675	66619	31930
676	66701	31823
677	66783	31717
678	66901	31627
679	67059	31557
680	67163	31461
681	67237	31351
682	67317	31243
683	67394	31135
684	67478	31030
685	67562	30925
686	67633	30813
687	67740	30719
688	67867	30634
689	67996	30549
690	68082	30444
691	68161	30337
692	68244	30232
693	68337	30131
694	68414	30023
695	68482	29911
696	68567	29807
697	68636	29696
698	68712	29588
699	68790	29481
700	68867	29374
701	68958	29272
702	69064	29178
703	69156	29076
704	69232	28969
705	69319	28866
706	69407	28764
707	69483	28656
708	69606	28568
709	69755	28491
710	69899	28411
711	69981	28307
712	70164	28242
713	70367	28186
714	70451	28081
715	70528	27975
716	70608	27869
717	70686	27762
718	70759	27654
719	70830	27545
720	70911	27440
721	70983	27331
722	71064	27226
723	71147	27122
724	71243	27023
725	71323	26918
726	71411	26816
727	71494	26712
728	71580	26609
729	71662	26505
730	71733	26397
731	71809	26290
732	71888	26185
733	71964	26079
734	72041	25974
735	72109	25865
736	72186	25759
737	72264	25654
738	72344	25550
739	72429	25448
740	72510	25344
741	72604	25245
742	72693	25144
743	72780	25042
744	72861	24939
745	72940	24835
746	73012	24728
747	73095	24625
748	73167	24519
749	73244	24414
750	73334	24314
751	73408	24209
752	73491	24106
753	73602	24013
754	73713	23920
755	73789	23815
756	73884	23717
757	73964	23613
758	74053	23513
759	74145	23414
760	74222	23310
761	74308	23209
762	74396	23108
763	74474	23005
764	74555	22902
765	74640	22801
766	74714	22696
767	74794	22594
768	74878	22492
769	74957	22390
770	75040	22288
771	75118	22185
772	75199	22083
773	75278	21980
774	75369	21881
775	75454	21780
776	75526	21676
777	75607	21574
778	75675	21468
779	75763	21369
780	75847	21268
781	75938	21169
782	76012	21065
783	76098	20965
784	76177	20863
785	76254	20761
786	76335	20660
787	76417	20558
788	76505	20459
789	76583	20357
790	76674	20259
791	76750	20156
792	76831	20055
793	76910	19954
794	76994	19853
795	77078	19753
796	77152	19651
797	77234	19550
798	77311	19448
799	77390	19347
800	77472	19247
801	77543	19144
802	77616	19041
803	77702	18942
804	77781	18841
805	77859	18740
806	77940	18639
807	78019	18539
808	78090	18436
809	78172	18336
810	78266	18239
811	78345	18139
812	78427	18039
813	78509	17939
814	78590	17839
815	78671	17739
816	78755	17640
817	78841	17541
818	78926	17442
819	79003	17342
820	79082	17242
821	79162	17142
822	79244	17042
823	79327	16943
824	79411	16844
825	79493	16745
826	79573	16645
827	79657	16547
828	79738	16447
829	79818	16348
830	79897	16248
831	79968	16147
832	80052	16048
833	80127	15948
834	80208	15849
835	80279	15748
836	80360	15649
837	80446	15551
838	80527	15452
839	80611	15354
840	80691	15255
841	80768	15156
842	80849	15057
843	80932	14959
844	81015	14860
845	81084	14760
846	81169	14662
847	81253	14564
848	81330	14465
849	81416	14367
850	81500	14269
851	81583	14171
852	81664	14073
853	81750	13976
854	81829	13877
855	81910	13779
856	81980	13679
857	82061	13581
858	82135	13482
859	82210	13383
860	82295	13285
861	82371	13187
862	82455	13089
863	82530	12990
864	82614	12893
865	82688	12794
866	82762	12695
867	82841	12598
868	82920	12500
869	82997	12401
870	83078	12304
871	83162	12207
872	83242	12109
873	83311	12010
874	83388	11912
875	83469	11815
876	83553	11718
877	83639	11621
878	83720	11524
879	83805	11428
880	83898	11332
881	83985	11236
882	84067	11139
883	84146	11041
884	84235	10945
885	84324	10849
886	84413	10753
887	84492	10656
888	84567	10559
889	84649	10462
890	84722	10364
891	84803	10267
892	84892	10171
893	84978	10075
894	85059	9979
895	85135	9881
896	85206	9784
897	85289	9687
898	85370	9591
899	85456	9495
900	85534	9398
901	85610	9301
902	85683	9204
903	85756	9106
904	85833	9010
905	85911	8913
906	85991	8817
907	86075	8721
908	86161	8625
909	86246	8529
910	86324	8433
911	86400	8336
912	86477	8240
913	86557	8144
914	86637	8048
915	86721	7952
916	86802	7856
917	86887	7761
918	86969	7665
919	87046	7569
920	87125	7473
921	87202	7377
922	87278	7281
923	87364	7185
924	87445	7090
925	87521	6994
926	87606	6898
927	87688	6803
928	87768	6707
929	87854	6612
930	87931	6516
931	88000	6420
932	88081	6325
933	88168	6230
934	88256	6135
935	88339	6040
936	88418	5944
937	88499	5849
938	88577	5754
939	88656	5658
940	88741	5564
941	88818	5468
942	88896	5373
943	88975	5278
944	89055	5183
945	89138	5088
946	89222	4993
947	89307	4898
948	89395	4804
949	89475	4709
950	89562	4614
951	89640	4519
952	89720	4424
953	89795	4329
954	89875	4234
955	89960	4140
956	90042	4045
957	90121	3951
958	90194	3856
959	90272	3761
960	90355	3666
961	90437	3572
962	90515	3477
963	90595	3383
964	90671	3288
965	90757	3194
966	90841	3100
967	90918	3005
968	91004	2911
969	91085	2817
970	91165	2722
971	91237	2628
972	91320	2534
973	91402	2439
974	91483	2345
975	91565	2251
976	91646	2157
977	91722	2063
978	91801	1969
979	91880	1875
980	91964	1781
981	92036	1687
982	92106	1592
983	92183	1498
984	92263	1405
985	92349	1311
986	92428	1217
987	92500	1123
988	92572	1029
989	92645	935
990	92727	842
991	92809	748
992	92887	654
993	92958	561
994	93037	467
995	93122	373
996	93196	280
997	93283	186
998	93366	93
999	93446	0
