iter	Logloss
137	0.4327032984
138	0.4326955849
139	0.4326871503
140	0.4326800742
141	0.4326742786
142	0.4326663617
143	0.4326598779
144	0.4326518263
145	0.4326450823
146	0.4326378894
147	0.4326308491
148	0.4326237371
149	0.4326170289
150	0.4326093753
151	0.4326041153
152	0.4325982629
153	0.432591058
154	0.4325831501
155	0.4325768997
156	0.4325702185
157	0.4325643152
158	0.4325567633
159	0.4325482809
160	0.4325408606
161	0.432533575
162	0.4325266723
163	0.4325221903
164	0.4325161344
165	0.4325122687
166	0.4325055695
167	0.4324982719
168	0.4324936193
169	0.4324841615
170	0.4324754696
171	0.4324683007
172	0.4324617571
173	0.4324565838
174	0.4324511084
175	0.4324428833
176	0.4324371087
177	0.4324310079
178	0.4324252901
179	0.4324178968
180	0.4324114011
181	0.4324059945
182	0.4323995586
183	0.4323929911
184	0.432385858
185	0.4323763823
186	0.4323701409
187	0.4323647462
188	0.4323601265
189	0.4323542112
190	0.4323494898
191	0.432342279
192	0.4323363039
193	0.4323311845
194	0.4323250419
195	0.4323181751
196	0.4323111558
197	0.4323058898
198	0.4323007196
199	0.4322938588
200	0.4322895084
201	0.4322822707
202	0.4322761849
203	0.4322702995
204	0.4322631097
205	0.4322578197
206	0.4322542532
207	0.4322482003
208	0.4322405287
209	0.4322328871
210	0.4322259336
211	0.4322215981
212	0.432216003
213	0.4322093308
214	0.4322023204
215	0.4321965039
216	0.4321916807
217	0.4321851641
218	0.4321796856
219	0.4321729476
220	0.4321665895
221	0.4321587683
222	0.4321508514
223	0.4321455106
224	0.4321415461
225	0.4321376206
226	0.4321332881
227	0.4321296348
228	0.4321251527
229	0.4321192614
230	0.4321132205
231	0.4321081939
232	0.4321016084
233	0.4320962347
234	0.4320912888
235	0.4320853885
236	0.4320792848
237	0.4320710238
238	0.4320651713
239	0.4320571886
240	0.4320538973
241	0.4320484817
242	0.4320421416
243	0.4320353676
244	0.4320271874
245	0.4320197492
246	0.4320133492
247	0.4320102255
248	0.4320017042
249	0.4319958488
250	0.4319872736
251	0.4319834558
252	0.431977732
253	0.4319737526
254	0.4319672539
255	0.4319606265
256	0.431956701
257	0.4319513093
258	0.4319444246
259	0.4319386201
260	0.4319304219
261	0.4319261014
262	0.4319208444
263	0.4319155305
264	0.4319120358
265	0.431906327
266	0.4319010072
267	0.4318953133
268	0.4318899755
269	0.4318858405
270	0.4318816666
271	0.431876263
272	0.4318673617
273	0.4318638849
274	0.4318575807
275	0.4318511718
276	0.4318461541
277	0.4318399337
278	0.4318341201
279	0.4318290307
280	0.4318161649
281	0.4318113866
282	0.4318070033
283	0.4318014201
284	0.4317965641
285	0.4317918875
286	0.4317866933
287	0.431780036
288	0.4317733429
289	0.4317673289
290	0.4317621945
291	0.4317579817
292	0.4317518271
293	0.4317463966
294	0.4317415135
295	0.4317353888
296	0.431733061
297	0.4317267329
298	0.4317216913
299	0.4317179662
300	0.4317113718
301	0.4317059951
302	0.4316979764
303	0.4316916333
304	0.431686472
305	0.4316789889
306	0.4316743842
307	0.4316693575
308	0.4316645404
309	0.4316574373
310	0.4316496251
311	0.4316445087
312	0.4316410768
313	0.4316358976
314	0.4316299344
315	0.4316227805
316	0.431606444
317	0.4316003611
318	0.4315962591
319	0.4315902929
320	0.4315840844
321	0.4315788813
322	0.4315734866
323	0.4315682566
324	0.4315615095
325	0.4315587
326	0.4315554806
327	0.4315502235
328	0.431542519
329	0.4315369449
330	0.4315284056
331	0.4315232802
332	0.4315191213
333	0.4315152586
334	0.4315080867
335	0.4315018154
336	0.4314962532
337	0.4314911039
338	0.4314878395
339	0.4314821188
340	0.4314757697
341	0.4314697377
342	0.4314629189
343	0.4314564471
344	0.4314510554
345	0.4314451491
346	0.4314382166
347	0.4314296564
348	0.431424522
349	0.4314202344
350	0.4314138045
351	0.4314091699
352	0.4314050528
353	0.4313957296
354	0.4313903051
355	0.4313848506
356	0.431379815
357	0.4313754646
358	0.4313710573
359	0.4313642893
360	0.4313594871
361	0.4313548315
362	0.4313524707
363	0.4313492902
364	0.431345981
365	0.4313416485
366	0.4313374387
367	0.4313325827
368	0.431326066
369	0.4313188911
370	0.4313139093
371	0.4313099928
372	0.431304655
373	0.4313006546
374	0.431295257
375	0.4312897606
376	0.4312860355
377	0.4312794919
378	0.4312748363
379	0.4312701717
380	0.4312646365
381	0.4312598791
382	0.4312543977
383	0.431250146
384	0.4312455054
385	0.4312401735
386	0.4312343361
387	0.4312312393
388	0.4312266854
389	0.4312193699
390	0.4312137778
391	0.4312051428
392	0.4312015374
393	0.4311977524
394	0.4311924894
395	0.4311853085
396	0.4311831423
397	0.4311781995
398	0.4311735289
399	0.4311686369
400	0.4311616924
401	0.4311572582
402	0.4311517079
403	0.4311455264
404	0.4311401317
405	0.4311348837
406	0.4311299947
407	0.4311246868
408	0.4311190947
409	0.4311111509
410	0.4311054869
411	0.4311019114
412	0.431094566
413	0.4310889021
414	0.4310838395
415	0.4310778794
416	0.4310721287
417	0.4310670482
418	0.4310600379
419	0.4310546283
420	0.4310487429
421	0.4310451525
422	0.4310369992
423	0.4310341597
424	0.4310284659
425	0.4310226134
426	0.4310179399
427	0.4310121862
428	0.4310068185
429	0.4310029079
430	0.4309971632
431	0.4309905268
432	0.4309865474
433	0.4309794563
434	0.4309707794
435	0.4309661387
436	0.4309620516
437	0.4309553494
438	0.4309497034
439	0.4309440246
440	0.4309395006
441	0.4309359311
442	0.4309313682
443	0.4309237744
444	0.4309193372
445	0.4309147534
446	0.4309101307
447	0.4309033508
448	0.4308972351
449	0.4308914485
450	0.4308878909
451	0.4308819787
452	0.4308772542
453	0.4308744836
454	0.4308697652
455	0.4308662046
456	0.4308613575
457	0.4308549007
458	0.4308510978
459	0.4308478904
460	0.4308410595
461	0.4308355033
462	0.4308292978
463	0.4308244088
464	0.4308197532
465	0.4308118483
466	0.4308058133
467	0.4307977528
468	0.4307933784
469	0.4307895187
470	0.4307832354
471	0.4307785678
472	0.430775109
473	0.4307714647
474	0.4307651575
475	0.4307586349
476	0.4307502781
477	0.4307460803
478	0.4307400752
479	0.4307338787
480	0.4307282208
481	0.4307257404
482	0.4307207646
483	0.4307180359
484	0.4307125036
485	0.4307095505
486	0.4307050744
487	0.4307004218
488	0.4306954909
489	0.4306897671
490	0.4306844114
491	0.430678152
492	0.4306724701
493	0.4306652384
494	0.4306578869
495	0.4306519328
496	0.4306483004
497	0.4306422864
498	0.4306370055
499	0.4306320178
500	0.4306248399
501	0.4306191131
502	0.4306141194
503	0.4306107354
504	0.4306043953
505	0.4306016276
506	0.4305967506
507	0.4305896325
508	0.4305841422
509	0.4305797828
510	0.4305745557
511	0.4305701005
512	0.4305645593
513	0.4305587966
514	0.4305534319
515	0.4305491652
516	0.4305440159
517	0.4305384477
518	0.4305346598
519	0.4305306415
520	0.430524445
521	0.4305189965
522	0.4305150769
523	0.43050792
524	0.4305047993
525	0.4304986925
526	0.4304932051
527	0.4304895399
528	0.4304828557
529	0.430477105
530	0.4304723865
531	0.4304682635
532	0.4304635361
533	0.4304577824
534	0.4304518103
535	0.4304429598
536	0.4304364342
537	0.4304320778
538	0.43042899
539	0.4304246635
540	0.4304200498
541	0.4304164384
542	0.4304114836
543	0.4304061248
544	0.4304010414
545	0.4303970021
546	0.4303942794
547	0.430391778
548	0.4303858777
549	0.4303800163
550	0.4303751393
551	0.4303703012
552	0.4303646582
553	0.4303581864
554	0.430353441
555	0.4303482349
556	0.4303417392
557	0.4303364612
558	0.4303324848
559	0.4303277783
560	0.4303223747
561	0.4303189757
562	0.4303134584
563	0.4303088567
564	0.4303059574
565	0.4303018014
566	0.4302983456
567	0.4302954074
568	0.4302920863
569	0.4302848725
570	0.4302810516
571	0.4302766533
572	0.4302707171
573	0.430267369
574	0.4302648976
575	0.4302608165
576	0.4302560532
577	0.4302517267
578	0.4302458713
579	0.4302408386
580	0.4302346032
581	0.4302323353
582	0.430227925
583	0.4302250556
584	0.4302217135
585	0.4302160795
586	0.4302123664
587	0.430206505
588	0.4302013497
589	0.4301955272
590	0.4301894444
591	0.4301827602
592	0.4301768898
593	0.430171552
594	0.4301668156
595	0.4301618309
596	0.4301574415
597	0.4301519003
598	0.4301475858
599	0.430144495
600	0.4301378946
601	0.4301319823
602	0.4301289184
603	0.4301246428
604	0.4301190477
605	0.4301125759
606	0.4301052634
607	0.4300994439
608	0.430097523
609	0.4300917783
610	0.4300871436
611	0.4300824042
612	0.4300749989
613	0.4300702356
614	0.4300645747
615	0.4300583602
616	0.4300514306
617	0.4300455782
618	0.4300407879
619	0.4300363059
620	0.4300325868
621	0.4300281945
622	0.430022363
623	0.430019338
624	0.4300153137
625	0.4300101255
626	0.4300065022
627	0.4300031451
628	0.4299993811
629	0.4299934359
630	0.4299887265
631	0.4299835084
632	0.4299767224
633	0.4299708311
634	0.4299662204
635	0.4299612506
636	0.4299525348
637	0.429946817
638	0.4299418502
639	0.4299367368
640	0.4299311896
641	0.4299248465
642	0.4299159062
643	0.4299102872
644	0.4299075435
645	0.4299031811
646	0.4298970953
647	0.4298924457
648	0.4298847501
649	0.4298789665
650	0.4298764682
651	0.4298739728
652	0.4298691796
653	0.4298646526
654	0.4298586715
655	0.4298545036
656	0.4298513919
657	0.4298468171
658	0.4298406086
659	0.4298355102
660	0.4298303998
661	0.4298252205
662	0.4298197481
663	0.4298150117
664	0.4298093627
665	0.4298037616
666	0.4298001772
667	0.4297969488
668	0.4297922513
669	0.4297884185
670	0.4297841189
671	0.4297788499
672	0.4297737126
673	0.4297678512
674	0.4297639167
675	0.4297593388
676	0.4297567238
677	0.4297513471
678	0.4297461499
679	0.4297404441
680	0.4297349298
681	0.429729233
682	0.4297241974
683	0.4297170913
684	0.429710811
685	0.4297086567
686	0.4297028043
687	0.4296988309
688	0.4296940316
689	0.4296897321
690	0.4296850914
691	0.4296806991
692	0.4296752715
693	0.4296714148
694	0.4296640095
695	0.4296594167
696	0.4296568735
697	0.4296530736
698	0.4296475084
699	0.4296420898
700	0.429637135
701	0.4296320426
702	0.4296286855
703	0.4296263487
704	0.4296217559
705	0.4296161967
706	0.4296095335
707	0.4296039832
708	0.4296007219
709	0.4295971255
710	0.4295921407
711	0.4295896573
712	0.4295843195
713	0.4295818631
714	0.4295777311
715	0.4295731024
716	0.4295657001
717	0.4295614574
718	0.4295581991
719	0.4295516315
720	0.4295469041
721	0.4295419912
722	0.4295357588
723	0.4295299542
724	0.4295256965
725	0.4295210589
726	0.4295169747
727	0.429511978
728	0.4295092792
729	0.4295060149
730	0.4295038068
731	0.4295004647
732	0.4294960484
733	0.4294939121
734	0.4294899955
735	0.4294852232
736	0.429480053
737	0.4294750413
738	0.4294699878
739	0.4294648026
740	0.4294596293
741	0.4294557098
742	0.4294505784
743	0.4294455757
744	0.4294411266
745	0.4294387299
746	0.429432677
747	0.4294291524
748	0.42942292
749	0.429418399
750	0.4294148774
751	0.4294123521
752	0.4294075828
753	0.4294049887
754	0.4293993039
755	0.4293959976
756	0.4293903337
757	0.4293863513
758	0.4293835268
759	0.4293813337
760	0.4293763639
761	0.4293728482
762	0.429370302
763	0.4293644765
764	0.4293589562
765	0.4293554555
766	0.4293512128
767	0.4293457464
768	0.4293418447
769	0.4293352054
770	0.4293312948
771	0.4293263579
772	0.429324072
773	0.4293204756
774	0.4293158649
775	0.4293105121
776	0.4293062604
777	0.4293014552
778	0.4292956417
779	0.4292915246
780	0.4292896008
781	0.429286878
782	0.429283509
783	0.4292769833
784	0.4292737549
785	0.429268076
786	0.4292612991
787	0.4292555573
788	0.4292521285
789	0.4292486607
790	0.4292434037
791	0.4292433109
792	0.4292383023
793	0.4292328059
794	0.4292284495
795	0.4292253856
796	0.4292214511
797	0.4292168673
798	0.4292115804
799	0.4292059493
800	0.4292033134
801	0.4291984303
802	0.429195543
803	0.4291909891
804	0.4291884908
805	0.4291830184
806	0.4291815612
807	0.4291755891
808	0.4291727108
809	0.4291695721
810	0.4291672862
811	0.4291642732
812	0.4291578015
813	0.4291537532
814	0.4291472186
815	0.4291429998
816	0.4291389426
817	0.429131654
818	0.4291259213
819	0.4291209096
820	0.4291178847
821	0.4291123075
822	0.4291082593
823	0.429103849
824	0.4290982509
825	0.4290917073
826	0.4290879194
827	0.4290832788
828	0.4290777405
829	0.4290709815
830	0.429065907
831	0.4290581965
832	0.4290559195
833	0.4290502407
834	0.4290441249
835	0.4290402143
836	0.4290367376
837	0.4290310407
838	0.4290246887
839	0.4290204041
840	0.4290155779
841	0.4290113232
842	0.4290066078
843	0.4290028408
844	0.4290005399
845	0.4289959501
846	0.428989224
847	0.4289847988
848	0.4289810617
849	0.4289756491
850	0.428968944
851	0.4289609074
852	0.4289566437
853	0.4289523142
854	0.428947147
855	0.4289441879
856	0.4289397746
857	0.4289345296
858	0.4289292815
859	0.4289228935
860	0.4289181691
861	0.4289135015
862	0.4289096986
863	0.4289037205
864	0.4289004772
865	0.4288953249
866	0.4288928295
867	0.428889655
868	0.4288847151
869	0.4288780189
870	0.4288730132
871	0.4288681093
872	0.4288634567
873	0.4288592199
874	0.4288548037
875	0.4288510876
876	0.4288465068
877	0.4288421204
878	0.4288394485
879	0.4288361513
880	0.4288291829
881	0.4288252663
882	0.4288205927
883	0.4288146475
884	0.4288108746
885	0.4288056206
886	0.4288026525
887	0.4287978921
888	0.4287935237
889	0.4287887574
890	0.4287870789
891	0.4287812773
892	0.428775778
893	0.428772382
894	0.4287681722
895	0.4287650994
896	0.4287608417
897	0.4287552855
898	0.4287498071
899	0.4287420308
900	0.4287392631
901	0.42873406
902	0.4287299549
903	0.4287282345
904	0.4287247727
905	0.428719399
906	0.428713397
907	0.4287095223
908	0.4287067846
909	0.4287016741
910	0.4286984248
911	0.4286916418
912	0.4286875368
913	0.4286824204
914	0.4286781657
915	0.4286738093
916	0.4286689532
917	0.4286648751
918	0.428659621
919	0.4286565093
920	0.4286533677
921	0.4286477995
922	0.4286435867
923	0.4286385571
924	0.4286347931
925	0.4286326927
926	0.4286306282
927	0.4286271485
928	0.4286212212
929	0.4286173196
930	0.428611533
931	0.4286063957
932	0.4285992357
933	0.4285945592
934	0.4285888863
935	0.4285856519
936	0.4285834856
937	0.4285761551
938	0.428570946
939	0.4285661946
940	0.4285608389
941	0.4285555909
942	0.4285520513
943	0.4285465429
944	0.4285415612
945	0.4285382729
946	0.4285342606
947	0.4285297785
948	0.4285248267
949	0.4285191628
950	0.4285169786
951	0.4285137681
952	0.4285091754
953	0.4285055011
954	0.4285004506
955	0.4284985147
956	0.4284927221
957	0.4284893411
958	0.4284849189
959	0.4284804608
960	0.4284787703
961	0.4284745335
962	0.4284701173
963	0.4284661917
964	0.4284623141
965	0.4284582957
966	0.4284532781
967	0.4284458578
968	0.4284449423
969	0.4284425397
970	0.4284386291
971	0.4284330848
972	0.4284281869
973	0.4284244827
974	0.4284182832
975	0.4284135378
976	0.4284069224
977	0.4284020185
978	0.428397707
979	0.4283935241
980	0.4283884586
981	0.4283840154
982	0.4283805476
983	0.4283749016
984	0.4283716343
985	0.4283687291
986	0.4283634661
987	0.4283580086
988	0.4283546336
989	0.4283515907
990	0.4283461063
991	0.4283411784
992	0.4283348771
993	0.4283320676
994	0.4283306853
995	0.4283279027
996	0.4283202521
997	0.4283148125
998	0.4283084006
999	0.4283041459
