iter	Passed	Remaining
493	41018	42014
494	41104	41934
495	41180	41844
496	41265	41763
497	41344	41676
498	41435	41602
499	41518	41518
500	41594	41428
501	41681	41349
502	41763	41265
503	41859	41195
504	41942	41112
505	42031	41034
506	42121	40958
507	42209	40879
508	42288	40793
509	42368	40707
510	42448	40620
511	42535	40541
512	42620	40460
513	42706	40380
514	42783	40291
515	42867	40208
516	42951	40126
517	43032	40041
518	43120	39962
519	43207	39884
520	43287	39797
521	43370	39715
522	43449	39627
523	43535	39547
524	43614	39460
525	43694	39374
526	43774	39289
527	43853	39202
528	43927	39110
529	44006	39024
530	44084	38937
531	44157	38844
532	44241	38763
533	44332	38687
534	44421	38609
535	44501	38523
536	44579	38436
537	44660	38351
538	44735	38261
539	44817	38177
540	44894	38089
541	44975	38004
542	45057	37921
543	45144	37841
544	45227	37758
545	45307	37672
546	45388	37588
547	45466	37501
548	45550	37419
549	45624	37328
550	45705	37244
551	45787	37161
552	45871	37078
553	45956	36997
554	46041	36916
555	46125	36834
556	46203	36747
557	46286	36664
558	46367	36579
559	46438	36487
560	46519	36402
561	46599	36317
562	46676	36230
563	46769	36154
564	46851	36071
565	46939	35992
566	47021	35908
567	47115	35834
568	47196	35750
569	47280	35667
570	47363	35584
571	47444	35500
572	47527	35417
573	47607	35332
574	47684	35245
575	47771	35164
576	47842	35073
577	47932	34995
578	48011	34910
579	48099	34830
580	48173	34741
581	48237	34644
582	48316	34558
583	48399	34476
584	48477	34390
585	48556	34304
586	48626	34212
587	48706	34127
588	48792	34047
589	48866	33958
590	48952	33877
591	49033	33793
592	49119	33712
593	49203	33630
594	49270	33537
595	49353	33454
596	49433	33369
597	49511	33283
598	49585	33195
599	49661	33107
600	49742	33023
601	49831	32944
602	49914	32862
603	50020	32795
604	50120	32722
605	50195	32635
606	50280	32553
607	50362	32470
608	50440	32384
609	50526	32303
610	50610	32221
611	50688	32135
612	50765	32049
613	50848	31966
614	50930	31883
615	51017	31803
616	51108	31725
617	51190	31641
618	51260	31551
619	51341	31467
620	51421	31383
621	51502	31299
622	51582	31214
623	51664	31131
624	51750	31050
625	51829	30964
626	51913	30883
627	51998	30801
628	52094	30726
629	52176	30643
630	52261	30561
631	52343	30478
632	52416	30389
633	52495	30304
634	52572	30218
635	52660	30139
636	52747	30058
637	52830	29976
638	52908	29890
639	52986	29804
640	53070	29722
641	53161	29644
642	53241	29559
643	53307	29468
644	53388	29384
645	53472	29302
646	53536	29209
647	53619	29126
648	53701	29043
649	53783	28960
650	53862	28875
651	53937	28788
652	54019	28705
653	54099	28621
654	54173	28534
655	54255	28450
656	54319	28358
657	54397	28273
658	54485	28193
659	54574	28113
660	54648	28026
661	54715	27936
662	54799	27854
663	54885	27773
664	54966	27689
665	55052	27608
666	55141	27529
667	55219	27444
668	55301	27361
669	55371	27272
670	55446	27186
671	55526	27102
672	55606	27018
673	55687	26934
674	55760	26847
675	55835	26761
676	55894	26667
677	55969	26581
678	56083	26513
679	56171	26433
680	56246	26347
681	56331	26266
682	56414	26183
683	56496	26100
684	56588	26022
685	56670	25939
686	56743	25852
687	56823	25768
688	56905	25685
689	56990	25604
690	57080	25525
691	57162	25442
692	57238	25356
693	57319	25273
694	57392	25186
695	57477	25105
696	57546	25016
697	57629	24934
698	57709	24850
699	57796	24769
700	57876	24686
701	57963	24605
702	58042	24521
703	58135	24443
704	58238	24369
705	58338	24293
706	58422	24211
707	58513	24132
708	58592	24048
709	58673	23965
710	58749	23879
711	58822	23793
712	58910	23712
713	58991	23629
714	59068	23544
715	59150	23461
716	59233	23379
717	59314	23296
718	59403	23216
719	59485	23133
720	59559	23047
721	59644	22965
722	59724	22881
723	59805	22798
724	59884	22714
725	59963	22631
726	60051	22550
727	60135	22468
728	60219	22386
729	60293	22300
730	60371	22215
731	60448	22131
732	60525	22046
733	60596	21960
734	60668	21873
735	60747	21789
736	60826	21706
737	60904	21621
738	60980	21537
739	61057	21452
740	61140	21370
741	61227	21289
742	61313	21207
743	61397	21126
744	61474	21041
745	61545	20955
746	61627	20872
747	61710	20790
748	61796	20708
749	61874	20624
750	61961	20543
751	62034	20458
752	62130	20379
753	62192	20290
754	62274	20208
755	62345	20122
756	62421	20037
757	62498	19953
758	62580	19870
759	62662	19788
760	62750	19707
761	62832	19624
762	62898	19537
763	62983	19455
764	63051	19368
765	63138	19287
766	63221	19205
767	63305	19123
768	63393	19042
769	63472	18959
770	63556	18877
771	63642	18796
772	63706	18708
773	63787	18625
774	63872	18543
775	63948	18459
776	64032	18377
777	64125	18298
778	64210	18216
779	64290	18133
780	64384	18053
781	64463	17970
782	64537	17885
783	64621	17803
784	64702	17720
785	64790	17640
786	64872	17557
787	64959	17476
788	65035	17392
789	65124	17311
790	65194	17225
791	65247	17135
792	65329	17053
793	65411	16970
794	65493	16888
795	65578	16806
796	65663	16724
797	65745	16642
798	65832	16561
799	65916	16479
800	66005	16398
801	66096	16318
802	66177	16235
803	66280	16157
804	66388	16081
805	66459	15996
806	66536	15912
807	66610	15828
808	66689	15745
809	66764	15660
810	66840	15576
811	66922	15494
812	66999	15410
813	67101	15332
814	67186	15250
815	67265	15167
816	67339	15083
817	67421	15000
818	67503	14918
819	67584	14835
820	67668	14753
821	67748	14670
822	67830	14588
823	67916	14506
824	68004	14425
825	68074	14340
826	68153	14257
827	68236	14174
828	68319	14092
829	68407	14011
830	68486	13928
831	68568	13845
832	68645	13762
833	68728	13679
834	68812	13597
835	68892	13514
836	68968	13431
837	69046	13347
838	69133	13266
839	69217	13184
840	69289	13099
841	69371	13017
842	69453	12934
843	69538	12853
844	69612	12769
845	69696	12687
846	69783	12605
847	69872	12524
848	69954	12441
849	70039	12359
850	70124	12278
851	70211	12196
852	70300	12115
853	70377	12031
854	70463	11949
855	70540	11866
856	70609	11782
857	70691	11699
858	70770	11616
859	70856	11534
860	70929	11450
861	71014	11368
862	71089	11285
863	71175	11203
864	71261	11121
865	71350	11040
866	71418	10955
867	71497	10872
868	71578	10790
869	71666	10708
870	71745	10625
871	71833	10544
872	71906	10460
873	71992	10378
874	72072	10296
875	72162	10214
876	72232	10130
877	72314	10048
878	72393	9965
879	72471	9882
880	72558	9800
881	72641	9718
882	72718	9635
883	72804	9553
884	72890	9471
885	72974	9389
886	73054	9306
887	73136	9224
888	73220	9142
889	73293	9058
890	73370	8975
891	73455	8893
892	73528	8810
893	73606	8727
894	73691	8645
895	73773	8563
896	73849	8479
897	73932	8397
898	74017	8315
899	74101	8233
900	74186	8151
901	74265	8068
902	74344	7986
903	74431	7904
904	74540	7824
905	74633	7743
906	74713	7660
907	74781	7577
908	74865	7494
909	74942	7411
910	75028	7329
911	75106	7247
912	75181	7164
913	75259	7081
914	75344	6999
915	75435	6917
916	75518	6835
917	75600	6752
918	75687	6671
919	75771	6588
920	75846	6505
921	75913	6422
922	75987	6339
923	76060	6256
924	76137	6173
925	76205	6089
926	76286	6007
927	76368	5925
928	76455	5843
929	76532	5760
930	76610	5677
931	76694	5595
932	76773	5513
933	76861	5431
934	76948	5349
935	77038	5267
936	77123	5185
937	77205	5103
938	77287	5020
939	77372	4938
940	77454	4856
941	77526	4773
942	77615	4691
943	77697	4609
944	77774	4526
945	77853	4444
946	77924	4361
947	78006	4278
948	78090	4196
949	78168	4114
950	78239	4031
951	78316	3948
952	78401	3866
953	78477	3784
954	78564	3701
955	78644	3619
956	78730	3537
957	78804	3454
958	78888	3372
959	78972	3290
960	79052	3208
961	79122	3125
962	79204	3043
963	79293	2961
964	79379	2879
965	79464	2796
966	79538	2714
967	79610	2631
968	79690	2549
969	79771	2467
970	79849	2384
971	79935	2302
972	80009	2220
973	80090	2137
974	80176	2055
975	80254	1973
976	80343	1891
977	80430	1809
978	80514	1727
979	80600	1644
980	80677	1562
981	80760	1480
982	80845	1398
983	80933	1315
984	81016	1233
985	81102	1151
986	81187	1069
987	81258	986
988	81344	904
989	81428	822
990	81511	740
991	81599	658
992	81686	575
993	81754	493
994	81821	411
995	81900	328
996	81973	246
997	82080	164
998	82164	82
999	82251	0
